source	target	type
840998341	igual	Undirected
265205363	igual	Undirected
2192612209	igual	Undirected
2192612209	igual	Undirected
194811402	igual	Undirected
743508613667381248	igual	Undirected
315918406	igual	Undirected
219432146	igual	Undirected
238003029	igual	Undirected
2723601820	igual	Undirected
3383281671	igual	Undirected
617348406	igual	Undirected
721122190146596865	igual	Undirected
3191730642	igual	Undirected
222324280	igual	Undirected
556455599	igual	Undirected
140459018	igual	Undirected
1385375114	igual	Undirected
313477433	igual	Undirected
386185904	igual	Undirected
386185904	igual	Undirected
102769344	igual	Undirected
595882997	igual	Undirected
401850447	igual	Undirected
1861969531	igualadas	Undirected
387438551	igualado	Undirected
790510243	igualdad	Undirected
1932597086	igualdad	Undirected
1932597086	igualdad	Undirected
318810740	iguales	Undirected
1593948662	iguales	Undirected
3019468000	iguales	Undirected
745697220092133376	iguales	Undirected
2912244935	igualitos	Undirected
18655030	ihop	Undirected
44198652	ilegal	Undirected
351150649	ilegales	Undirected
1075267482	ilegalidad	Undirected
127399472	ilegitimo	Undirected
62310019	illustrator	Undirected
1704924738	ils	Undirected
384619425	ilumina	Undirected
142411281	iluminado	Undirected
398473391	iluminalo	Undirected
1573263488	ilusa	Undirected
131672751	ilusa	Undirected
519729508	ilusa	Undirected
201515412	ilusiones	Undirected
76034062	ilusiones	Undirected
1218805825	ilusión	Undirected
1218805825	ilusión	Undirected
624226506	ilusión	Undirected
253286695	ilusión	Undirected
145014712	ilusión	Undirected
2183457530	ilusión	Undirected
567344062	ilusión	Undirected
292589886	iluso	Undirected
553909607	ilusos	Undirected
75487578	ilustración	Undirected
4902437597	ilustre	Undirected
60200134	imagem	Undirected
2163769756	imagen	Undirected
1218805825	imagen	Undirected
415128374	imagen	Undirected
1634441149	imagen	Undirected
1276470259	imagen	Undirected
339173600	imagen	Undirected
1219879903	imagen	Undirected
605013467	imagen	Undirected
887197122	imaginación	Undirected
238003029	imaginación	Undirected
307336961	imaginación	Undirected
154962344	imaginación	Undirected
1020341034	imaginación	Undirected
1020341034	imaginación	Undirected
422762705	imaginario	Undirected
89362124	imaginate	Undirected
2443145500	imagine	Undirected
142823949	imagino	Undirected
4190958729	imbécil	Undirected
4860690358	imbécil	Undirected
554009654	imbécil	Undirected
2488406532	imbécil	Undirected
1110501908	imei	Undirected
3166857461	imitador	Undirected
253143199	impedimento	Undirected
194811402	imperativo	Undirected
1029839803	imperdonable	Undirected
288491888	imperfectos	Undirected
2557516238	imperial	Undirected
221629950	imperio	Undirected
2348945065	imperios	Undirected
315918406	implacable	Undirected
315918406	implacable	Undirected
421970534	implacable	Undirected
2189049364	implications	Undirected
337199584	importan	Undirected
845574151	importancia	Undirected
185436622	importancia	Undirected
939934207	importancia	Undirected
221629950	importancia	Undirected
221629950	importancia	Undirected
2936236240	importancia	Undirected
729285654736162816	important	Undirected
2835601896	importante	Undirected
188045070	importante	Undirected
176860818	importante	Undirected
140115668	importante	Undirected
2952312405	importante	Undirected
1593948662	importante	Undirected
3130079939	importante	Undirected
1896220057	importante	Undirected
2557864188	importante	Undirected
480062174	importante	Undirected
2285688054	importante	Undirected
245952481	importante	Undirected
245952481	importante	Undirected
940176085	importante	Undirected
283800261	importante	Undirected
1385375114	importante	Undirected
313477433	importante	Undirected
313477433	importante	Undirected
313477433	importante	Undirected
519578265	importante	Undirected
2249400512	importante	Undirected
301187616	importantes	Undirected
333102982	importantes	Undirected
84354018	imposible	Undirected
15284940	imposible	Undirected
939934207	imposible	Undirected
194613229	imposible	Undirected
194613229	imposible	Undirected
1063038325	imposible	Undirected
245952481	imposible	Undirected
2211951529	imposible	Undirected
1398768416	imposible	Undirected
253772556	imposible	Undirected
3405007420	imposible	Undirected
201515412	imposibles	Undirected
3241429947	imposibles	Undirected
1554872112	impotencia	Undirected
254277716	impotencia	Undirected
1027354242	impotencia	Undirected
520845240	impotencia	Undirected
520845240	impotencia	Undirected
722126887200419842	impresionada	Undirected
563215263	impresionante	Undirected
637353878	improvisadas	Undirected
288076653	impuestos	Undirected
918088436	impunidad	Undirected
50804079	impunidad	Undirected
363966489	impunidad	Undirected
1110501908	imsi	Undirected
81341956	imágenes	Undirected
721199744	imágenes	Undirected
375975116	imágenes	Undirected
553138103	imágenes	Undirected
1311835567	inalcanzable	Undirected
2463836414	inanicion	Undirected
211679970	inapropiados	Undirected
263418736	inauguración	Undirected
4594875691	inauguración	Undirected
151728299	inauguración	Undirected
356309419	inbonha	Undirected
547166771	inbox	Undirected
3348425236	inbox	Undirected
3348425236	inbox	Undirected
1115425291	incentivo	Undirected
4160935539	incertidumbre	Undirected
61732880	inch	Undirected
263465864	incomprendido	Undirected
432270320	incontinencia	Undirected
245945870	incredible	Undirected
887730595	increible	Undirected
149603209	increible	Undirected
93473152	increíble	Undirected
178501569	increíble	Undirected
117592799	increíble	Undirected
154962344	increíble	Undirected
326399987	increíble	Undirected
3785903417	increíble	Undirected
374099810	increíbles	Undirected
721099368573636608	incrédulo	Undirected
318810740	incurable	Undirected
39167940	indeed	Undirected
500423443	indepencia	Undirected
1520519215	independencia	Undirected
500423443	independencia	Undirected
96627289	independencia	Undirected
86461130	independência	Undirected
86461130	independência	Undirected
4160935539	indiferencia	Undirected
263465864	indiferencia	Undirected
4571911943	indiferente	Undirected
55997879	indignada	Undirected
196868957	indios	Undirected
737106423776223232	indirecta	Undirected
706565063	indirectas	Undirected
706565063	indirectas	Undirected
386185904	indirectas	Undirected
167939656	indispensable	Undirected
128742192	industrializada	Undirected
293774650	ineficiente	Undirected
405235236	ineptitud	Undirected
339715629	inesperado	Undirected
112478470	inesperado	Undirected
335671327	inesperado	Undirected
331365183	inestabilidad	Undirected
2178990775	inf	Undirected
1075267482	infamia	Undirected
105651598	infamous	Undirected
940176085	infancia	Undirected
940280448	infarto	Undirected
1098891031	infeliz	Undirected
288966869	inferior	Undirected
2227516212	inferno	Undirected
372604988	inferno	Undirected
75802035	inferno	Undirected
1470922604	infieles	Undirected
4902437597	infierno	Undirected
3389996355	infierno	Undirected
2428114045	infierno	Undirected
2527551775	infierno	Undirected
2178990775	infierno	Undirected
3191372704	infinitas	Undirected
2329472066	infinitas	Undirected
485318232	infinitas	Undirected
201515412	infinito	Undirected
568512308	infinito	Undirected
1862618425	infinito	Undirected
119942322	infinito	Undirected
353420634	infinito	Undirected
2939078896	infinito	Undirected
355584864	infinito	Undirected
2931397085	inflación	Undirected
139824862	influyente	Undirected
2149683634	infografía	Undirected
41949567	información	Undirected
41949567	información	Undirected
3158273497	información	Undirected
278852910	información	Undirected
458460568	información	Undirected
266911480	informação	Undirected
339715629	informática	Undirected
2967172923	ingeniería	Undirected
141404112	ingenios	Undirected
141404112	ingenios	Undirected
141404112	ingenios	Undirected
711695599998005248	ingeniosas	Undirected
4860690358	ingenuo	Undirected
347565609	ingles	Undirected
2448747546	ingles	Undirected
739585662	ingles	Undirected
351672327	ingles	Undirected
553909607	ingles	Undirected
64572355	ingles	Undirected
885525002	inglés	Undirected
156104912	inglés	Undirected
137783645	inglés	Undirected
2861996363	inglés	Undirected
2858061076	inglês	Undirected
2674423714	ingreso	Undirected
2400495200	ingresso	Undirected
2389187166	iniciales	Undirected
80400081	iniciativa	Undirected
1855058628	iniciativa	Undirected
248574564	inicio	Undirected
230864298	inicio	Undirected
191033442	inicio	Undirected
191033442	inicio	Undirected
191033442	inicio	Undirected
278852910	inicio	Undirected
2835601896	injenuo	Undirected
592095598	injusticia	Undirected
4860690358	injusto	Undirected
549677155	injusto	Undirected
109512160	inkigayo	Undirected
265507075	inmadurez	Undirected
322426922	inmediato	Undirected
231567736	inmensidad	Undirected
523407066	inmoral	Undirected
114857164	inmorales	Undirected
80124780	inmortal	Undirected
4827701994	innata	Undirected
619294138	inocentes	Undirected
619294138	inocentes	Undirected
187295758	inolvidable	Undirected
4623563837	inolvidable	Undirected
2308771011	inolvidables	Undirected
339715629	insaciables	Undirected
139824862	inscribirse	Undirected
2828787912	inseguras	Undirected
1483967400	inseguridad	Undirected
180217114	inseguridades	Undirected
1348221673	insensato	Undirected
2861996363	inserta	Undirected
2861996363	inserta	Undirected
90475043	inside	Undirected
42118566	inside	Undirected
3848496495	insider	Undirected
142166235	insignificante	Undirected
840998341	insomnio	Undirected
193838992	insomnio	Undirected
339715629	insomnio	Undirected
339715629	insomnio	Undirected
339715629	insomnio	Undirected
339715629	insomnio	Undirected
75828177	insomnio	Undirected
54139729	insomnio	Undirected
4417260375	insomnio	Undirected
420705508	insomnio	Undirected
317252745	insomnio	Undirected
72432785	insomnio	Undirected
279207709	insomnio	Undirected
66794166	insomnio	Undirected
66794166	insomnio	Undirected
115547201	insomnio	Undirected
2463836414	insoportables	Undirected
724812305024860160	inspira	Undirected
324656248	inspiración	Undirected
149603209	inspiración	Undirected
268084620	inspirado	Undirected
75828177	insta	Undirected
167147224	insta	Undirected
2353604976	insta	Undirected
518955715	instagram	Undirected
238003029	instagram	Undirected
454435362	instagram	Undirected
2912244935	instagram	Undirected
2658377716	instagram	Undirected
1380565668	instagram	Undirected
2428114045	instagram	Undirected
386185904	instagram	Undirected
21022984	instagram	Undirected
2861996363	instagram	Undirected
2835601896	instante	Undirected
729038346467545089	instante	Undirected
729038346467545089	instante	Undirected
458460568	instante	Undirected
385168048	instante	Undirected
2249400512	instante	Undirected
19057251	instead	Undirected
4827701994	institución	Undirected
2835601896	instrumento	Undirected
2463836414	insultan	Undirected
486170183	insultemonos	Undirected
2233708496	insulto	Undirected
3508787326	insultos	Undirected
2463836414	insultos	Undirected
311477330	insólito	Undirected
722825629	insônia	Undirected
84354018	intacta	Undirected
553791935	intacta	Undirected
140115668	intacto	Undirected
4860690358	intacto	Undirected
572643946	integración	Undirected
253651136	integrante	Undirected
253651136	integrante	Undirected
253651136	integrante	Undirected
253651136	integrante	Undirected
253651136	integrante	Undirected
1935488797	integrantes	Undirected
3373573601	intelectual	Undirected
1075267482	inteligencia	Undirected
194023021	inteligencia	Undirected
11811092	inteligentes	Undirected
3338431348	intenciones	Undirected
288966869	intensa	Undirected
130277503	intensas	Undirected
165971852	intensidad	Undirected
2952478119	intensidad	Undirected
143265577	intensity	Undirected
2541365504	intenso	Undirected
378894922	intenso	Undirected
3214576167	intensos	Undirected
727024227119947776	intentarlo	Undirected
2463836414	intenten	Undirected
412450134	intento	Undirected
466952241	intento	Undirected
146942129	intentándolo	Undirected
187363862	inter	Undirected
187363862	inter	Undirected
700803421394354176	interaccion	Undirected
706565063	interacciones	Undirected
706565063	interacciones	Undirected
2658377716	interacciones	Undirected
2658377716	interacciones	Undirected
734572871574519809	interamericana	Undirected
368071567	interaméricana	Undirected
368071567	interaméricana	Undirected
1894169083	interesado	Undirected
2353917539	interesante	Undirected
2967050109	interesante	Undirected
369758788	interesante	Undirected
2939078896	interesante	Undirected
221629950	interesante	Undirected
221629950	interesante	Undirected
205704540	interesante	Undirected
355079249	interesante	Undirected
339173600	interesas	Undirected
2671098944	interessantes	Undirected
270725057	interior	Undirected
2699396568	interior	Undirected
2307434274	interior	Undirected
3362845965	interior	Undirected
31066766	intermedio	Undirected
331365183	intermitencias	Undirected
191196796	internacional	Undirected
136820077	internacional	Undirected
245839834	internacional	Undirected
245839834	internacional	Undirected
395600034	internacionales	Undirected
2171024942	international	Undirected
2171024942	international	Undirected
201456694	internet	Undirected
201456694	internet	Undirected
1246335835	internet	Undirected
445590046	internet	Undirected
353877891	internet	Undirected
353877891	internet	Undirected
353877891	internet	Undirected
3010689082	internet	Undirected
354459765	internet	Undirected
86461130	internet	Undirected
3389996355	internet	Undirected
84490462	internet	Undirected
107864004	internet	Undirected
1115425291	interno	Undirected
114857164	interpretes	Undirected
246627192	interrupción	Undirected
346908848	intersemestral	Undirected
2448747546	interés	Undirected
853659368	interés	Undirected
2699396568	interés	Undirected
290744311	interés	Undirected
738402919586902016	interés	Undirected
4827701994	inti	Undirected
4827701994	inti-aragua	Undirected
339715629	intima	Undirected
1110501908	intimidad	Undirected
131858703	intimidad	Undirected
97591527	intl	Undirected
886869595	intocables	Undirected
2779870446	intratable	Undirected
361504916	intriga	Undirected
785819604	intrigante	Undirected
368100064	inventei	Undirected
539936195	invento	Undirected
466125194	invento	Undirected
541847612	inversión	Undirected
298140221	investigation	Undirected
3000437689	invictos	Undirected
2428114045	invierno	Undirected
204552500	invierno	Undirected
594611792	invitación	Undirected
326599737	invitación	Undirected
457632926	invitación	Undirected
244592074	invitadas	Undirected
201456694	invitero	Undirected
1955101038	inválida	Undirected
134517037	invés	Undirected
2828787912	inútiles	Undirected
863300269	iphone	Undirected
167939656	ipod	Undirected
167939656	ipod	Undirected
167939656	ipod	Undirected
220722028	iquitos	Undirected
619294138	ira	Undirected
1554872112	ira	Undirected
95219837	ira	Undirected
3292051114	ire	Undirected
289679934	ire	Undirected
288966869	irga	Undirected
2699396568	iri	Undirected
3166857461	iris	Undirected
14260426	irlandes	Undirected
265205363	irme	Undirected
2254142444	irme	Undirected
142823949	irme	Undirected
386185904	irme	Undirected
167636848	irmã	Undirected
746462550825517056	ironía	Undirected
1440384770	ironía	Undirected
459448975	ironía	Undirected
134487742	irresponsable	Undirected
282627859	irritación	Undirected
293171301	irritación	Undirected
214108891	irse	Undirected
331365183	irse	Undirected
553791935	irte	Undirected
3348425236	irá	Undirected
127911406	irán	Undirected
455114457	isaac	Undirected
1180020318	isabel	Undirected
3006255227	isabel	Undirected
20194176	isabela	Undirected
327752186	isabelica	Undirected
327752186	isabelica	Undirected
327752186	isabelica	Undirected
2443145500	isidro	Undirected
2443145500	isis	Undirected
1470922604	isla	Undirected
2696424289	isla	Undirected
73703821	island	Undirected
42118566	island	Undirected
225980791	island	Undirected
225980791	island	Undirected
263465864	ismael	Undirected
263465864	ismael	Undirected
74389994	isoyaki	Undirected
721099368573636608	israel	Undirected
721099368573636608	israel	Undirected
721099368573636608	israel	Undirected
539936195	issues	Undirected
97505976	isueño	Undirected
147373118	itunes	Undirected
1398768416	iugh	Undirected
214336834	iván	Undirected
940280448	izquierdo	Undirected
24041958	i̇biza	Undirected
240884419	jaaja	Undirected
1941624355	jaaja	Undirected
314899582	jaajajj	Undirected
90475043	jack	Undirected
90475043	jack	Undirected
987783169	jack	Undirected
2917747035	jackson	Undirected
2917747035	jackson	Undirected
2917747035	jackson	Undirected
2917747035	jackson	Undirected
325345448	jackson	Undirected
2696424289	jackson	Undirected
149603209	jackson	Undirected
742562850644844545	jacuzzi	Undirected
1696906302	jadiel	Undirected
259099239	jadljadjasdkj	Undirected
458094071	jagger	Undirected
410861950	jaime	Undirected
3362845965	jaime	Undirected
3362845965	jaime	Undirected
287729845	jaj	Undirected
3214576167	jaj	Undirected
351672327	jaj	Undirected
424532780	jaj	Undirected
4374118517	jaj	Undirected
716692642499850242	jajj	Undirected
250420254	jajja	Undirected
424532780	jajja	Undirected
716692642499850242	jajjaj	Undirected
1470922604	jajsjajsja	Undirected
1470922604	jajsjajsjajsjja	Undirected
2604893709	jajsjsjs	Undirected
2473235165	jakajakakaja	Undirected
119942322	jakdlaga	Undirected
2939078896	jalar	Undirected
333102982	jam	Undirected
430271228	jamas	Undirected
2525918616	jamas	Undirected
624226506	jamas	Undirected
589580799	jamas	Undirected
114857164	jamas	Undirected
2603972593	jamas	Undirected
61732880	jamas	Undirected
178501569	james	Undirected
3518205617	jamil	Undirected
85930961	jamásenlavida	Undirected
332547748	janeiro	Undirected
134666609	jannin	Undirected
134666609	jannin	Undirected
134666609	jannin	Undirected
529766027	japibirday	Undirected
88002260	japón	Undirected
2996945049	jaque	Undirected
2996945049	jaque	Undirected
372604988	jar-o	Undirected
178501569	jaramillo	Undirected
1360381442	jaramillo	Undirected
353420634	jardinero	Undirected
1894169083	jardín	Undirected
737332400	jardín	Undirected
159219951	jardín	Undirected
194811402	jarem	Undirected
1470922604	jasjajsja	Undirected
1470922604	jasjajsja	Undirected
887197122	jaula	Undirected
565852566	jaula	Undirected
529766027	javier	Undirected
249471388	jay	Undirected
136041909	jazz	Undirected
3364444121	jbalvin	Undirected
2861996363	jbalvin	Undirected
151728299	jct	Undirected
151728299	jcv	Undirected
195407588	jdches	Undirected
195407588	jdches	Undirected
195407588	jdches	Undirected
2939078896	jdshgs	Undirected
2917747035	jean	Undirected
500423443	jean	Undirected
554009654	jean	Undirected
237001147	jefe	Undirected
2916320056	jefe	Undirected
2211951529	jehova	Undirected
187758963	jehová	Undirected
395477576	jeilene	Undirected
1920381474	jeismar	Undirected
2227516212	jeito	Undirected
197904088	jeito	Undirected
69745789	jeito	Undirected
147373118	jeito	Undirected
271097551	jeito	Undirected
359534949	jenifer	Undirected
1470922604	jennifer	Undirected
721122190146596865	jennifer	Undirected
167651102	jennifer	Undirected
1896220057	jenny	Undirected
325904686	jennylao	Undirected
840998341	jeremías	Undirected
782648119	jerga	Undirected
458460568	jerónimo	Undirected
321048493	jess	Undirected
444021369	jesucristo	Undirected
315894096	jesucristo	Undirected
4827701994	jesucristo	Undirected
721099368573636608	jesucristo	Undirected
1664070661	jesus	Undirected
123422195	jesus	Undirected
2835601896	jesus	Undirected
2835601896	jesus	Undirected
2835601896	jesus	Undirected
2835601896	jesus	Undirected
2835601896	jesus	Undirected
2835601896	jesus	Undirected
2835601896	jesus	Undirected
2835601896	jesus	Undirected
2835601896	jesus	Undirected
413284273	jesus	Undirected
3939951317	jesus	Undirected
2211951529	jesus	Undirected
329197447	jesus	Undirected
117592799	jesús	Undirected
2546650490	jesús	Undirected
227063269	jesús	Undirected
721099368573636608	jesús	Undirected
721099368573636608	jesús	Undirected
721099368573636608	jesús	Undirected
721099368573636608	jesús	Undirected
26353234	jesúsaurio	Undirected
1561597477	jeta	Undirected
1561597477	jeta	Undirected
60200134	jfaj	Undirected
288966869	jhey	Undirected
170831043	jhody	Undirected
273795323	jhohandrizzy	Undirected
376491191	jhonny	Undirected
2912244935	jiliyúa	Undirected
2294653875	jimenez	Undirected
1955101038	jimmy	Undirected
376491191	jiménez	Undirected
624226506	jiménez	Undirected
2840847243	jiménez	Undirected
2840847243	jiménez	Undirected
1470922604	jjasjajsjajsja	Undirected
284674223	jlao	Undirected
699715805286637568	joa	Undirected
2307434274	joao	Undirected
471301654	joberfranco	Undirected
471301654	joberfranco	Undirected
315894096	joc	Undirected
315894096	joc	Undirected
315894096	joc	Undirected
315894096	joc	Undirected
315894096	joc	Undirected
315894096	joc	Undirected
315894096	joc	Undirected
315894096	joc	Undirected
315894096	joc	Undirected
315894096	joc	Undirected
315894096	joc	Undirected
2443145500	jocosas	Undirected
588730281	joda	Undirected
435236923	joda	Undirected
2912244935	joda	Undirected
2912244935	joda	Undirected
359534949	joda	Undirected
293153906	jodas	Undirected
716782749600899073	jode	Undirected
1027354242	joder	Undirected
178864896	joder	Undirected
730856676	joderla	Undirected
209240553	jodido	Undirected
536751550	jodidos	Undirected
1894169083	joe	Undirected
1894169083	joe	Undirected
3166857461	joe	Undirected
164382686	joffre	Undirected
497902664	joga	Undirected
2804334259	jogo	Undirected
187363862	jogos	Undirected
187363862	jogos	Undirected
187363862	jogos/estadios	Undirected
750148320	john	Undirected
290744311	john	Undirected
1727393514	johns	Undirected
238992604	jokes	Undirected
2443145500	jon	Undirected
406486684	jonathan	Undirected
446795951	jonathan	Undirected
195568497	jonathan	Undirected
3020185499	jopo	Undirected
444071638	jorge	Undirected
406486684	jorge	Undirected
446795951	jorge	Undirected
73212359	jorge	Undirected
207194745	jorge	Undirected
1920381474	jose	Undirected
14260426	joshua	Undirected
187758963	josue	Undirected
263418736	josé	Undirected
1666774358	josé	Undirected
63563789	josé	Undirected
214336834	josé	Undirected
716692642499850242	jota	Undirected
410861950	joto	Undirected
223532382	joven	Undirected
127399472	joven	Undirected
86849344	jovencita	Undirected
256731372	jovi	Undirected
64263923	joão	Undirected
194400022	jquiles	Undirected
194400022	jquiles	Undirected
3364444121	jshajsa	Undirected
211679970	jsjsajjaasja	Undirected
2939078896	jskghsf	Undirected
2247649651	juan	Undirected
178501569	juan	Undirected
2490434221	juan	Undirected
1207782566	juan	Undirected
339413309	juan	Undirected
291725846	juan	Undirected
227063269	juan	Undirected
227063269	juan	Undirected
227063269	juan	Undirected
227063269	juan	Undirected
227063269	juan	Undirected
227063269	juan	Undirected
227063269	juan	Undirected
227063269	juan	Undirected
227063269	juan	Undirected
227063269	juan	Undirected
227063269	juan	Undirected
2895148132	juan	Undirected
385168048	juan	Undirected
105167856	juan	Undirected
263465864	juancho	Undirected
738950484	juanjo	Undirected
287540156	juann	Undirected
287540156	juann	Undirected
406577601	juas	Undirected
81788448	juaz	Undirected
81788448	juaz	Undirected
81788448	juaz	Undirected
1110501908	judicial	Undirected
151728299	judicial	Undirected
165831330	judiciously	Undirected
1861969531	juego	Undirected
258429032	juego	Undirected
518132407	juego	Undirected
480062174	juego	Undirected
237001147	juego	Undirected
24833100	juego	Undirected
221629950	juego	Undirected
1578556604	juego	Undirected
351672327	juego	Undirected
253143199	juego	Undirected
634931674	juego	Undirected
1941624355	juegos	Undirected
2727699909	jueguito	Undirected
1005632257	jueguito	Undirected
440548813	jueguito	Undirected
1218805825	jueputa	Undirected
98934100	jueputa	Undirected
1834124630	jueputa	Undirected
214108891	jueputa	Undirected
253143199	jueputa	Undirected
188885751	jueputa	Undirected
302872962	juez	Undirected
302872962	juez	Undirected
274583629	juez	Undirected
288966869	jueño	Undirected
3405007420	jugado	Undirected
105161456	jugamos	Undirected
221629950	jugarlo	Undirected
200533872	jugo	Undirected
336876865	jugo	Undirected
191093378	juguemos	Undirected
1894169083	juguete	Undirected
1431584408	juguete	Undirected
956192024	juguete	Undirected
2443145500	juguetón	Undirected
974924222	juicio	Undirected
367365969	juicio	Undirected
512441590	juicio	Undirected
1074592592	juicio	Undirected
2872093200	juicio	Undirected
187295758	juicioso	Undirected
387202749	juicioso	Undirected
396257611	juicioso	Undirected
139824862	jul	Undirected
1444035920	julguei	Undirected
197904088	julho	Undirected
289679934	juli	Undirected
422789431	juli	Undirected
389796388	julian	Undirected
1383349206	juliana	Undirected
1896220057	juliana	Undirected
1896220057	juliana	Undirected
1896220057	juliana	Undirected
2883482865	juliana	Undirected
134517037	julie	Undirected
2192612209	julio	Undirected
1587302012	julio	Undirected
1941624355	julio	Undirected
3241429947	jum	Undirected
242943297	jumm	Undirected
602506633	jumped	Undirected
139824862	jun-1	Undirected
39683662	june	Undirected
1664070661	jungkook	Undirected
274583629	junio	Undirected
135633854	junior	Undirected
2949217277	junior	Undirected
631203244	junior	Undirected
75828177	juniorbuada	Undirected
348005962	junta	Undirected
274042319	junta	Undirected
212329705	juntas	Undirected
249410611	juntas	Undirected
2329472066	juntas	Undirected
3981864015	juntas	Undirected
321677787	junto	Undirected
179681888	junto	Undirected
173988732	junto	Undirected
117292197	junto	Undirected
539936195	junto	Undirected
136054913	junto	Undirected
2278275353	junto	Undirected
2278275353	junto	Undirected
240399423	junto	Undirected
183494671	junto	Undirected
549584741	junto	Undirected
1098891031	junto	Undirected
167626218	juntos	Undirected
2464794955	juntos	Undirected
315918406	juntos	Undirected
365470755	juntos	Undirected
388012768	juntos	Undirected
608643091	juntos	Undirected
361504916	juntos	Undirected
26784897	juntos	Undirected
3291893753	juntos	Undirected
2429141982	juntos	Undirected
2624342830	juntos	Undirected
1587302012	juntos	Undirected
138562882	juntos	Undirected
1920381474	juntos	Undirected
288966869	juntos	Undirected
284151262	juntos	Undirected
497151122	juntos	Undirected
515809245	juntos	Undirected
291374649	juntos	Undirected
1348221673	jura	Undirected
1566348386	juramento	Undirected
11811092	justicia	Undirected
4860690358	justicia	Undirected
194613229	justicia	Undirected
242853013	justicia	Undirected
50804079	justicia	Undirected
1838243006	justin	Undirected
1070154709	justo	Undirected
619294138	justo	Undirected
288076653	justo	Undirected
1218805825	justo	Undirected
4860690358	justo	Undirected
284854817	justo	Undirected
75828177	juventud	Undirected
377598815	juzgarme	Undirected
286258835	jóvenes	Undirected
111083666	júzguenme	Undirected
353877891	kai	Undirected
315894096	kajskldjkasljdkl	Undirected
2975968133	kaleth	Undirected
269332824	kaleth	Undirected
263465864	kaleth	Undirected
263465864	kaleth	Undirected
95690896	kanka	Undirected
379257048	kant	Undirected
17916058	kanye	Undirected
17916058	kanye	Undirected
17916058	kanye	Undirected
17916058	kanye	Undirected
17916058	kanye	Undirected
17916058	kanye	Undirected
1180020318	kanye	Undirected
1180020318	kanye	Undirected
1180020318	kanye	Undirected
1180020318	kanye	Undirected
1180020318	kanye	Undirected
1180020318	kanye	Undirected
277165818	kanye	Undirected
420762331	kanye	Undirected
353877891	kanye	Undirected
2858061076	kanye	Undirected
2858061076	kanye	Undirected
2858061076	kanye	Undirected
123020762	kanye	Undirected
737866815175569409	kanye	Undirected
737866815175569409	kanye	Undirected
269332824	kanye	Undirected
578274546	kanye	Undirected
356309419	kanye	Undirected
172159885	kanye	Undirected
554009654	kanye	Undirected
226395662	kanye	Undirected
79348126	kanye	Undirected
79348126	kanye	Undirected
79348126	kanye	Undirected
176923326	kanye	Undirected
3878575115	kanyé	Undirected
369758788	kaponi	Undirected
60200134	kappa	Undirected
53311422	karaoke	Undirected
385821360	karaoke	Undirected
81341956	kardachan	Undirected
80400081	kardashian	Undirected
190765500	karen	Undirected
822308690	karla	Undirected
716295817	karma	Undirected
1098227526	katanga	Undirected
156730241	katara	Undirected
2696424289	katatonia	Undirected
1499005789	kedando	Undirected
82490924	keep	Undirected
136054913	keep	Undirected
64572355	kelley	Undirected
240399423	kelly	Undirected
445590046	kgan	Undirected
368670391	khaled	Undirected
586534440	khe	Undirected
248574564	khe	Undirected
3291893753	khe	Undirected
2939078896	khe	Undirected
1862006665	khej	Undirected
477403104	khttps	Undirected
1648424786	kiara	Undirected
42118566	kids	Undirected
565852566	kiimacosta	Undirected
954048254	kika	Undirected
631203244	kike	Undirected
288966869	kike	Undirected
2448747546	kiki	Undirected
74389994	kikibermudez	Undirected
2873071611	kill	Undirected
2696424289	kill	Undirected
2696424289	kill	Undirected
2696424289	kill	Undirected
188788587	kill	Undirected
1629246314	kill	Undirected
2873071611	killed	Undirected
260268494	killing	Undirected
265193987	kilo	Undirected
285296494	kilos	Undirected
465118522	kilómetros	Undirected
2473235165	kim	Undirected
353877891	kim	Undirected
205474953	kim	Undirected
1629246314	kindness	Undirected
979807716	kindness	Undirected
82490924	kiss	Undirected
528961260	kiss	Undirected
2192612209	kiss	Undirected
47122359	kitts	Undirected
723504565518249985	kmarada	Undirected
760666261	kmmt	Undirected
260268494	knee	Undirected
82490924	know	Undirected
729285654736162816	know	Undirected
110030443	know	Undirected
4842491773	know	Undirected
209816562	know	Undirected
596744986	know	Undirected
602506633	know	Undirected
433762102	know	Undirected
1059018210	know	Undirected
3878575115	know	Undirected
42118566	know	Undirected
42118566	know	Undirected
321048493	know	Undirected
627649588	know	Undirected
729285654736162816	knowledge	Undirected
248976340	knows	Undirected
188885751	kntrl	Undirected
188885751	kntrol	Undirected
102835719	knye	Undirected
237493026	koica	Undirected
371967082	kokoro	Undirected
172617650	koky	Undirected
81016232	kool	Undirected
1126193143	kora	Undirected
727024227119947776	korea	Undirected
602506633	korean	Undirected
194811402	koro	Undirected
194811402	koro	Undirected
212035306	kota	Undirected
373637530	kozokozo	Undirected
80400081	kpos	Undirected
1561597477	ksi	Undirected
2382745279	kst	Undirected
74389994	ktalina06	Undirected
134136321	kumarú	Undirected
1704924738	l'air	Undirected
1704924738	l'amour	Undirected
434665733	l.a	Undirected
434665733	l.a	Undirected
142411281	laberinto	Undirected
258429032	labia	Undirected
353420634	labia	Undirected
434665733	labial	Undirected
1265488531	labiales	Undirected
1265488531	labiales	Undirected
258429032	labias	Undirected
367463372	labio	Undirected
41001896	labios	Undirected
1932597086	labios	Undirected
2249400512	labios	Undirected
364356894	labios	Undirected
