index,Follower,Target
66259048,1518957,72537
4155324,1539069,33363
41351272,217659,922134
48149656,1111347,8765945
34535809,840817,9063
17625078,1910968,727725
11975536,484661,41248
33102600,1102912,8763514
70648450,2347730,934812
21713274,885781,5451433
60087126,750077,5044222
49275551,16638,37508
25295491,71555,950098
11104782,245488,7128214
8447982,2419396,704427
82970618,7013601,2041453
76450075,4129944,3402
42932473,16070,72384
68264934,1848395,386108
33036009,139602,7833049
74739021,3392186,11126
70096612,2237832,642884
58595940,621061,4937036
37914499,195786,2892166
48817544,9866,621804
10034581,499813,2823031
65774862,1506108,47350
59266101,656357,132335
59879195,730584,16201
42468402,6952,604658
2205999,692244,7843576
26533785,18732,40827
66046997,1512077,230447
76915152,4196632,619012
45332660,3403,681580
22735978,5370475,5382447
52004688,93534,457720
79655090,5389780,1358036
76026260,3960972,2694018
16449878,94160,263452
62609738,1154370,851876
35177479,488576,9047762
2572233,51985,9054955
48393820,3107,1385727
28186182,407048,1629742
78824269,4891714,618671
49968901,38430,1450
75903738,3910229,1508060
22007668,273270,6749369
33573741,215963,7294974
13404920,262217,3358113
34245037,94307,1443630
48555975,5708,132335
553125,239366,239446
36827493,3711985,707061
13438186,17389,4700029
4468823,860517,1610437
6926009,853714,8765136
13862712,3492055,8776815
78262607,4655354,4631469
37723926,2307378,432989
17630413,1687846,188707
46940108,1506506,2648598
54245944,227512,244112
47592294,128627,8537300
15653693,4171634,10049832
64494398,1362998,529772
60001366,740696,145744
3369697,727005,8763521
15465603,3406306,1890699
71799063,2687468,6828003
60022223,743476,1221472
9704156,22745,8988033
25262649,619114,269427
447786,214745,55908
15936627,1108655,736902
5218125,693435,8766436
20187502,4022650,4126637
75025001,3479625,3479541
66623042,1570645,710890
14112701,884508,5433222
72379114,2871840,196114
27050717,49908,3265744
61980738,1052832,450020
48799455,9667,31773
58851078,629528,1805261
78633429,4818408,589898
9744272,93956,679092
55502723,293226,67035
80221605,5662497,4387057
66767180,1587788,432929
4067054,7051,437523
30145290,3493,5046395
28549702,33391,6559924
433610,210103,8817953
38786887,92861,628444
28083403,1368838,10596424
23574016,1101176,2075774
65124762,1455687,269842
57783880,561562,8736871
32697565,443746,1318910
49645409,28849,619296
25281582,71555,1552370
37798557,4230997,444751
9371056,693029,4017163
41538235,5712184,15830
62995715,1197667,4018
69471969,2072719,445062
11047487,91696,620134
34844180,7313285,999823
5054688,152322,8765336
62375308,1105772,642884
41190046,429311,1433514
36944177,2998304,4424962
22952046,887200,8888796
11703987,3071607,9765645
22954504,2926057,1876248
75850524,3896115,454250
8203642,2368088,2368159
11300090,498898,5368879
67010887,1632946,10183
43617423,71968,46293
69336569,2045000,1658693
48029381,2700577,11308649
6740323,485585,8471487
55755199,364127,873602
3777680,837762,9158784
60488353,886018,797152
14097754,2706277,9933118
79171380,5049814,7034
27445964,220870,652740
14431004,287283,8894899
8379847,2398852,8918138
46670,30392,1374301
39156295,217366,620561
16474798,4382481,8475507
60073654,748278,3993763
81601984,6534957,444138
47577471,128627,6598241
73639243,3175606,47604
53572711,198958,198954
5437298,1828612,7075458
1277665,173498,1833454
30049861,3493,2339127
29608911,3417,1569707
40696497,1052671,4143841
15533975,2649574,2091602
63730396,1292008,3387521
5863216,14735,1939700
72819944,2989166,12890
14319902,1021074,9955254
57267315,488721,94160
8364985,263821,428226
57475567,536293,56382
82113735,6634560,71968
77160044,4245326,65187
37342016,828782,383447
75911349,3911317,3911247
73377184,3102963,3238427
49350730,18221,336768
7444926,354586,2252763
11091241,210433,81360
3175071,562929,562924
58738342,627898,69014
16785007,1168089,1430786
41002349,56591,974418
54541851,242552,195362
17344109,2937582,3309153
84223485,7815137,5560679
79020392,4974459,4974422
46245966,26849,1416940
8147270,380971,1704124
82656402,6825674,3417
83073191,7084024,81868
67521108,1730380,175567
32146772,534,1687025
51762322,86114,269842
7504267,148310,18885
2149003,192347,8767924
25640768,654498,1553069
6829692,2110404,2110412
44302028,445062,3296407
4250647,855144,9198908
37969166,36568,11078048
82056026,6626179,3385034
6321275,45957,9364299
17405135,511515,8905838
32656769,443746,4861
52211712,102219,2940314
63411048,1235238,5988442
76350295,4106227,2846774
10065146,785909,5670584
34509078,100877,10880146
30183766,3493,1511795
77331836,4334128,4176848
14049738,1833587,2864366
29465985,91802,4626406
42983202,3487,6619233
33946261,148842,229623
25292062,71555,3352932
30419243,6601627,584939
23383805,932168,1321462
81598894,6534808,3417
23243536,2394604,10523592
37125991,3492207,219557
57369843,523810,1283461
20663676,46697,3911005
32570674,7391346,5467227
6455081,2056568,3924475
42819552,55567,2120182
15006264,3935887,3935956
77052909,4225085,2172731
46262009,26849,3219414
24099926,1290946,1052680
28966700,629661,2121726
61416258,990763,168657
8961547,149166,4646272
17961794,4343304,4722700
50881832,56126,222066
80992480,6091666,5994113
68709652,1900695,549972
84509816,8012873,3617029
18035215,4173918,225779
5194600,197596,6832453
65184625,1462468,696847
54031936,219303,16070
74855695,3420072,8121005
20913033,32949,2959135
46014168,432929,6535012
25672550,68680,16214
60216195,788380,152879
50781372,55448,537759
73811664,3227944,2340
66803123,1590513,61486
78229330,4631555,4631469
51746668,85963,3409379
60628563,902672,217798
22316333,33975,53497
54264547,228323,2339
50854548,55961,450018
61414570,990633,140465
47376662,1223264,6559073
81367654,6440977,5994113
24526524,135992,194943
77780301,4451005,1287973
37723708,2307378,39479
14549857,1103374,8785928
41379264,1026453,64926
26694216,396038,1499890
14748123,3903418,8762958
47370390,1223264,1502153
6608102,2748363,706345
55817846,376900,2323
37051964,3388536,1342810
29597417,3417,1505983
22627943,1098183,5763682
16729262,4457235,8769226
61172010,952993,3402
49085588,13930,5202
62200327,1073794,15322
74797064,3405991,127578
76357896,4106364,18154
25684150,1013631,3714612
66326985,1530505,1851459
48823417,9972,403143
63176233,1214263,1848273
81333032,6408297,5994113
29358668,6533961,935282
44604050,444736,3439
16245385,540039,3361202
53916728,217443,117958
71022106,2457799,661376
50007563,39471,1292670
27602404,44064,1368576
84589323,8082708,2893062
58736177,627866,1342742
27493415,16031,2648875
12142214,19734,127905
71863763,2707164,2313077
5478053,1834196,407923
47724562,72169,4192990
12953579,3263711,54353
25224871,267705,1703601
2516602,482211,8769400
46910299,121011,221002
24400296,444123,1503351
2675672,1157241,4014108
29155035,621465,6910348
21689856,496243,10434533
36602876,185558,2060310
18870522,96853,7515540
54882016,263181,654474
10252695,421372,3084005
65085470,1452478,433461
3363485,152450,549496
58659224,623059,81868
12512786,9087,3486871
11852980,482081,653731
38535357,195362,1353760
6251193,148653,449827
45892042,8363685,2763494
59119623,651520,83803
58883223,629973,216829
64053285,1314551,620062
2197012,121152,92568
13073941,510564,2447808
71933659,2728991,141222
70326926,2284431,489385
5537326,853118,5780455
67155158,1663443,457856
76041402,3971425,2694018
66130497,1514546,262048
75927974,3916889,31910
66764726,1587322,549072
58505253,619787,219573
69405422,2060098,56669
16155621,61057,1813187
2216205,1025749,479038
31553451,97496,1284000
76648479,4185739,25659
4801972,879365,238266
52006956,93603,376960
8681313,496894,985609
7550808,545588,258189
47438841,604602,444744
48022711,138440,6033193
18626513,513856,627722
51615362,79539,4858432
42010948,65187,3928070
53998712,218089,629737
11545857,3036105,9752786
74388048,3359774,1166736
45137282,6564115,59431
68512494,1852924,220870
7915979,115447,1781904
20466824,505523,10360199
58961808,635853,52351
20240654,472990,8765349
19236798,3319005,8867769
5605747,636188,9308534
75976212,3933415,1856556
44895423,1510802,1509307
24546603,135992,2951496
40387655,18154,3388505
37939282,415856,289962
57913857,572438,484384
82860398,6929941,196816
36076974,498587,3467648
25470732,47344,3388974
58153182,602838,837774
4133144,233964,421737
29690088,134618,433278
80419060,5744948,407048
48594783,6408,5202
60460825,871032,797152
57846994,565861,47205
36309836,31106,64780
6036685,736640,47912
66520931,1556884,91789
47548501,2827976,2897083
1026643,150673,238741
76809840,4193113,3487
54591441,244128,56003
268504,102428,3456325
53660464,203476,1619263
39070183,5487799,11140474
83466434,7280581,111800
23009037,8079,1957496
67059788,1643542,185669
68373819,1850245,1374421
29844861,31773,453023
67851076,1788525,430043
78930087,4941901,545199
45582367,13952,134624
2353532,169707,1054424
42987705,3487,1198401
40993824,56591,1852129
67011915,1633325,13631
60863130,931110,2461699
69887125,2168546,56591
77355688,4347382,7790603
27570302,44064,1488433
31557249,6535090,4847602
63151462,1212539,201055
58016871,589929,853421
10801231,29219,9696762
64426735,1353855,269842
54093479,220928,37508
50489330,48544,16203
3476906,1369577,1369586
22657899,3397284,8766736
74808346,3407721,59072
20026846,5332031,8765129
23285836,5829413,1905301
28648227,1693,6749672
46295186,100335,2153587
33658069,6850378,723762
65839588,1507397,284411
22852482,881393,376077
37171510,673131,8766847
30643009,2340,9000
12023785,176637,63622
36987675,3127433,55673
63288621,1225409,207883
81283921,6361809,5994113
73252455,3087782,160617
68933319,1947875,71559
73579374,3159946,368092
49951518,38005,7419010
41151322,429311,6813054
84114526,7729180,7731392
78648061,4822311,4822304
68600930,1873296,1629776
35013732,3773803,6148
76485974,4137869,620791
20548045,507757,8763528
14205001,228417,4191597
78899183,4922228,96853
33127585,4351397,8763551
66081062,1513070,18515
35470878,486664,2450160
54840479,261060,1849509
64091239,1315195,53914
31682847,111800,4183674
66983261,1629251,534
31950594,3887,3387362
41075951,47162,735033
47175329,82831,630513
38992490,1166736,614506
22267829,33975,933912
74554849,3384032,44064
13401587,641624,3356086
76342293,4106090,1485749
80729371,5897724,5897431
71918831,2720724,47791
34321266,3618624,2894593
49268850,16537,1382473
39929616,234702,215976
74054289,3296082,2441411
9231394,481514,2132460
50135396,43971,1760486
24918470,15744,12015
68724395,1904116,445078
60283361,797159,797152
31821556,3437062,398021
72323781,2861595,2848344
2533622,26515,1096450
55965548,387815,645019
81283363,6361268,5994113
82223096,6687774,79647
46335750,56669,620280
6331028,45957,2034399
59203649,654667,429311
30084636,3493,1589683
78582035,4795418,4149429
60149757,772575,888853
16763118,4500206,6927862
6778583,692850,608
15194270,23456,783632
60160164,776917,766351
6858314,592938,964021
78068285,4573664,23194
84990549,8438012,593452
5392699,848467,8815194
49886869,36507,3602854
28247578,4672,265610
4310971,1567209,8766436
52961702,143901,3821398
1846183,22575,8765092
22422976,617525,3054390
10369615,32271,786132
67048254,1641998,13889
35415431,39895,11270
74125407,3316748,3316536
16112344,506089,7244605
51549937,76778,1026026
26890226,121193,6753565
8887499,879278,8765679
63058227,1203206,1293440
24006066,203356,1645829
50278536,46502,46232
9385534,484727,8764423
3763191,152964,707001
70176147,2253468,635810
59747442,713951,889277
44392989,216481,1500962
43307777,194930,1639511
70684133,2359045,601067
34570577,134853,644988
85266018,8698775,2078325
74920242,3438009,5742528
40032514,683307,263940
47663985,38401,1501378
6675727,192539,8773593
35685912,3381728,8814694
12115883,850874,3128519
28297561,535483,1500556
8977699,381105,15815
27466692,16031,1030346
62894328,1181224,1953698
20710027,646622,3014614
38107643,118422,2066358
14120007,506380,1835667
15573215,3598865,8657299
52621552,122570,61486
34690970,489846,524751
65585309,1501559,91789
69633691,2109350,48915
39598875,443998,1338053
16761094,12890,10116185
30147765,3493,4188092
65007101,1448802,11126
16693202,4160141,8763505
82197210,6678960,6645991
9012255,149937,736902
54392863,234949,33948
23457726,83346,1550281
80327466,5720765,159855
84614141,8106687,8694062
23098142,606170,606144
58323761,615317,694019
76801743,4192876,68680
72130441,2798616,2311
77502627,4404516,1288056
43191244,593452,1705906
56727000,441028,299432
55255188,281098,269842
35930267,496939,45510
21820850,899154,8765051
3830443,23268,9163341
29021118,6656,1141018
9483291,726940,8765523
7534918,127639,8261
14134050,2934387,2253931
28763561,1693,250443
67081091,1646962,2280709
68453034,1851939,25659
53714066,208279,790863
74439824,3368994,18115
60516966,891718,604517
29457069,3564956,384092
26101476,55511,1186622
25328677,444138,1372767
55101472,268611,1293440
17886404,1733082,10193259
40433365,4681,1537333
41884,19628,113172
54740508,256477,4829538
4104084,850629,187766
71458371,2599437,21647
45193309,119439,9025
24579443,92922,43853
62652654,1158252,23203
44155154,6623784,3613629
60732629,915564,4149342
59886948,731198,2966629
25173659,46115,59212
17734147,443723,1891379
74146532,3322109,593452
21126345,793936,3433210
36970799,7546631,8770007
53981334,217950,105620
15198260,512321,1299724
50776435,55401,206159
13352864,3335090,236260
32506426,289305,4186023
8264961,2381147,6909026
83982103,7658386,7651893
48408421,3404,3407669
79933106,5494169,564964
23424592,2662194,111983
6434223,152625,706345
26059876,133331,604427
69392564,2057874,6800606
75032586,3480981,216481
76883507,4195620,1506506
67363486,1701391,23676
36785547,1517753,3499777
68848595,1930044,91789
34110849,258862,106109
60049440,745996,32638
39653623,547572,8298329
82747945,6882094,33391
58656184,622854,433461
11305392,2191766,6645991
74364434,3355451,1188985
63421644,1237182,37562
56013609,394179,8121005
55553835,295093,534
57955556,580731,253327
40925509,71863,1414002
8424414,662504,8959084
28994992,1494947,72439
72535514,2897987,292425
45793340,3104209,4943546
80299662,5711294,1721939
63492397,1258207,712956
41234967,269842,731
4202758,560101,560558
18229332,4084581,3425539
3306465,599934,460351
65049326,1449732,444716
56405532,421975,25081
83845675,7573883,5043057
9340320,22368,9594697
23856724,10562263,8767491
61301394,971183,218856
82851866,6925994,36767
34121983,779717,1574286
2992422,405357,730567
28352320,1580985,6830946
36339283,510206,15276
34850136,6640,1199594
31495167,194839,106108
47062479,48042,558995
75709393,3794988,7496
44873239,444613,643913
32156151,534,10781801
18843379,2996510,1752337
12310665,857247,165332
30156175,3493,667076
23253539,23439,118696
68788350,1915976,644539
81099267,6190390,5994113
46184388,195923,25797
31563102,4409410,1740054
67165128,1665095,240592
9038132,150245,8767014
4403199,241146,9212635
37570263,1009970,1596094
49317952,17585,206156
45591985,13952,3388511
10171031,58884,1042702
69082152,1970603,444613
75188495,3534074,40169
81920281,6599039,195362
56211634,406673,11749
75972283,3932393,1073343
46579010,1848273,671745
28440135,32405,6861860
30858156,2474325,3385993
63006822,1199122,2791974
703136,191969,2239161
5900548,865160,706345
69064510,1966337,3574
1338583,483236,2594460
69455798,2070188,6623784
53857207,216720,37576
5819824,151797,63053
46839343,47791,72301
65302439,1485755,1705124
80750193,5910746,5910606
31190134,47371,5716
79190716,5063011,577413
29798728,284559,3254627
51579486,77854,117958
46854717,629737,2282067
31802266,1851986,107180
63997937,1313348,2323
66676501,1580270,858408
10522436,693853,2778492
81332128,6407425,5994113
25089208,71386,1505987
51193488,65111,135992
72312172,2855430,2848344
22088548,32638,69589
79797380,5464053,3428159
61413279,990592,37562
53970343,217870,429194
22945050,886923,8875875
81262512,6341409,5994113
71610970,2646426,1774142
3496825,474367,2511215
56559432,432901,15322
37377040,2779003,1095081
14551044,3883023,4427959
41566737,55716,81339
59322649,663660,46396
74268973,3348037,3348024
10131902,961277,32040
50495831,48623,1017728
47611497,1854364,11292138
82755543,6884986,3402
83124598,7109426,11126
45728732,1435079,7174859
81296616,6373826,5994113
83847256,7574862,5043278
24666377,45975,386140
85271284,8703901,914361
11945546,399170,2612334
60717090,914777,1070436
11787777,603450,545981
50137829,44003,91789
28759588,1693,671903
52028995,94677,619142
78464550,4721808,16496
40059995,56382,6554327
62741077,1167659,3277
15591733,767484,1807607
9219817,214487,9585212
31095165,628402,622071
16218885,509733,8769222
26696265,396038,125513
78794016,4877141,1532601
7101066,492301,16482
59954931,735874,2381912
10716784,859525,38253
66340121,1532106,399385
6328421,45957,3546060
30597758,11126,80054
29126039,48017,238917
47033449,48042,604267
30921665,3358378,10690029
49004816,13220,34226
13464695,17389,1292308
34885108,285809,2060328
48238787,732,481473
4477492,487381,8549088
23418398,1377175,10531966
51055443,59696,486452
32665743,443746,630090
48826412,10031,1202547
10118558,2770932,2771055
8451195,184471,1748380
2553094,51985,9048678
74263840,3346490,1392566
68510992,1852897,16070
83341628,7222323,4330253
28078922,16201,444303
2607640,846334,696620
3644588,151257,645134
64655160,1385685,802103
65821528,1507072,388086
7443086,495039,5977444
83079551,7087733,5403553
35863382,730207,9235658
39904051,234702,1499955
48893462,11500,2135854
83028182,7057733,89068
2048913,682587,1887842
41803,19628,19922
43178131,655687,1508951
79536238,5334655,262890
27128262,217798,6772348
39417362,1313701,6932
23445636,174982,9347126
25316260,444138,1048475
48217937,648,1507669
59620398,682216,4078409
51182898,64845,2339
14351964,422941,66170
64204364,1326643,868693
49236803,16264,621465
75372056,3589737,1202400
2022528,993338,2778492
83723984,7475171,1326178
75231559,3550581,245477
67823746,1783646,1783607
29422340,7034,629647
61212986,957199,717036
67663179,1756775,25659
5730504,176507,8786278
80017073,5533691,186361
43601038,71968,1778475
41236790,269842,2237869
54632296,249469,249394
19994887,34994,636568
14380285,2942404,8765354
65390778,1495890,631822
45516793,1288056,640443
16364129,4275190,9211749
49446277,20256,1537347
42417373,55035,4077765
5783852,1920829,1744961
77071723,4229433,55021
61041273,939679,1123658
73772717,3222870,133331
35206330,7194419,605900
73915245,3256772,508132
23026388,8079,584350
63078279,1206474,1424
65661340,1503259,3273027
13228946,259886,1060257
68190051,1846902,1848273
3587888,1386367,1025389
27933840,16201,2453272
80705335,5891045,628845
5583952,1537607,8762950
54668224,251120,195146
83475385,7286070,1826853
45615927,13952,6562065
72317294,2858226,2848344
34701571,481575,289000
1015832,85628,8777374
34710198,843848,5906579
6578409,644792,8765687
75206993,3541355,40169
3051509,118519,696701
78173560,4626114,11126
21439205,5561825,4140145
31536704,97496,4482647
8510785,23231,2870750
72599149,2906155,5202
77753346,4440864,91954
14249398,1597356,1329519
22664822,3500820,10488800
8113949,487151,37
78208238,4628534,8079
6285732,150172,2701543
49485971,21446,3316385
77246583,4290527,5662790
43325857,16273,4230755
84726848,8212965,8121005
51654505,80691,232153
39815380,55021,1452333
33284541,144907,1191188
80385157,5736629,1030196
65368442,1493429,1492397
41145146,429311,2771895
12635483,869147,648113
83976852,7655028,8107764
82852726,6926428,25442
65279518,1484641,15322
49988840,38811,483927
17456260,1941194,674977
36930235,12459,2313745
56947842,446146,606180
69303377,2035307,1450
81282041,6360014,54262
21158960,667925,199575
9209931,214487,2588260
40822311,216829,934767
64181321,1324074,296056
84216366,7809449,35999
3518406,354859,135300
61402725,987704,889003
12154792,772478,8817898
55501647,293202,175020
38971419,107201,1507905
68711473,1901127,47164
53377545,195143,288074
55320735,285566,285549
54719095,253387,443687
68092815,1844707,159855
62486817,1140461,266470
50789498,55496,20455
27207842,1450,697151
51475033,72243,4672
18206128,1313522,627699
42706446,4018,6815410
31410964,16496,560928
39164592,934004,10119817
65066354,1450520,16201
62227782,1082666,3591965
29411940,7034,1609465
70968638,2443952,1349110
43829554,3402,2872278
10544960,2823840,2251420
2031156,377810,8874201
55231829,274919,869564
67737964,1770626,539269
61587163,1010975,46115
79921247,5489720,683307
66247025,1517377,20455
25957136,905911,1484323
1541341,736996,8913258
59811239,723622,23109
84116029,7730133,3986420
35623874,860040,44120
72921758,3014225,2078325
35471449,491462,8763468
1724177,902696,992264
34229305,1206517,125136
9679075,63442,22297
84128984,7739070,7735881
60421543,851907,797152
33686622,147528,12592
62018471,1057246,2713964
1464513,188018,554038
42979975,3487,136503
36742013,1572495,11005148
19221244,4974009,1587966
72714260,2960111,419311
53543244,197141,67035
478380,23503,8831347
55863399,381971,782017
32665707,443746,1825758
41006371,56591,628772
48799760,9668,44057
81598162,6534768,107006
54405587,235564,23022
31194332,47371,1554476
67433694,1706452,2323
38680438,132335,9813
22317321,33975,55914
5123649,838112,8929255
70697602,2362182,143142
68509258,1852867,1509878
5813834,113620,196330
64939135,1441172,2045706
66346779,1532844,264408
1075314,12696,725251
68788237,1915941,422508
64482805,1360410,228263
33641702,473952,410296
25182139,46115,998406
25552210,429245,1846813
78798802,4880068,1349110
5564992,853421,1319086
16124278,23166,221466
40730365,194582,1846996
32696098,443746,1073595
41197268,429311,47256
32934683,213358,72048
24765956,159855,3390444
23158597,5577337,8861321
53578307,199317,185669
46945239,1096393,154400
78099503,4589981,3821398
22253349,3073002,3069739
43497159,439035,9691950
1681343,892672,8762942
1606750,489292,8957149
13983772,124428,5875818
78572604,4791571,4018
9404501,846854,1587846
50254505,46253,1329150
36271722,208407,217764
53498951,196146,1504812
77777370,4450122,4450119
66079220,1513020,33970
68152326,1846291,1237399
33606798,145849,8924
62580967,1150098,4573533
9541175,851398,9609826
69410431,2060426,99087
51681627,81769,3304866
61062054,941015,443971
11919440,1563852,1504129
52135094,98247,97220
11433395,503648,610145
43157215,1064493,5687081
76229631,4054183,4050075
31503335,194839,994511
83618501,7397471,132335
84826073,8297612,547572
51360711,70959,20456
640733,285632,48348
30949657,7724,1600792
17025883,734555,692737
61045900,939986,47162
56186735,405447,15291
68583957,1869791,1660416
62164618,1072469,56077
37032893,2312145,213178
65238531,1474691,23234
26197115,44057,265725
80867398,5984608,835849
49577372,25647,514859
66838601,1599879,150351
1790959,923360,8764428
7843889,1126009,119217
15550805,459341,3428287
46822178,1073394,8709719
73896963,3252622,1455821
68773242,1910454,1503153
58473748,619445,3387521
66824719,1593214,443998
79320493,5158418,1349110
1205185,615471,8916199
67076172,1645859,132335
34826173,847346,98242
58006342,585676,195786
74874235,3428578,3348540
44874732,444613,296866
18970715,51350,97787
29592877,3417,6532669
85206868,8641620,7227632
76742515,4190897,3493
8477510,858996,9527648
55625161,299980,8121005
75139447,3511566,72413
6170418,16835,594178
16583762,48221,900106
3792588,838210,784061
78309124,4675212,55567
63096892,1208518,37576
21528994,5567216,8777240
82099709,6631864,47164
40127557,56382,1485714
59749699,714550,79003
16865027,1178906,3347932
81593195,6534520,940024
43627328,234046,1490611
68402793,1850773,37576
12520356,2145568,1638737
75141007,3511629,793043
62493193,1140728,1290918
16316334,1897826,7865379
66121651,1514308,2171424
10648565,94289,5979755
36368765,503661,415907
69319753,2041572,671997
58628614,621648,195371
28578270,1693,3576281
15666291,4173017,619177
24830100,227125,293573
9163817,490557,9578088
40080671,56382,956913
36049049,286445,4387577
62981200,1195455,606646
66496117,1553413,2323
4823083,148378,4908049
14775029,2172810,5465804
23396394,628845,6306
64980515,1446226,92861
72708692,2959726,25659
65003573,1448688,1693
75634572,3733538,7496
50087806,42906,42623
72437900,2883526,56382
56270648,410092,63680
19835129,120426,216500
36367935,503661,2450511
73963925,3273780,510028
75293291,3570924,175020
3446998,93319,8764428
8803039,2484532,79994
76009612,3949552,2694018
3297105,203018,9116319
15979346,174041,8765677
24947854,4281335,662402
67591873,1743876,5400853
22542638,5754862,2538178
66661852,1577840,5994113
58276858,611286,3364
83253629,7185899,1629776
24263020,154292,5163282
11912524,3105434,479721
20126096,467380,608
84918403,8374044,16252
79718060,5417879,1073343
71899255,2714680,146434
55732558,352540,4025874
56724223,440892,1921478
25882981,68961,396370
15338710,516631,4725855
47483168,47350,3328475
19799032,5038050,3418697
25854238,409,630163
45283464,1645186,4695251
61046303,940000,118242
5710392,1903338,8765667
7700478,1128369,1744961
5269008,1805311,2174863
4017091,1489207,5337701
71112945,2473335,421287
5842868,1303866,9327352
24595718,76652,77618
10669479,2836848,8764640
76815760,4193299,1450
66484297,1553069,11749
75565210,3683805,217846
13992697,2453179,2300150
44089442,6963,1060576
37854507,4901498,744894
24081186,44098,241575
18882940,96853,3390700
74952793,3452934,16013
6676405,192539,8770838
64755861,1414085,55716
33030696,138926,8766448
70215320,2261535,443998
37506854,5041454,6695966
21215177,803282,10403692
44730979,195167,6607252
34849314,6640,126045
348103,136399,562506
26354906,1424,1840121
40819627,216829,4009224
35986822,864382,4124196
13820314,1146546,1146623
6514957,694967,77501
12263457,1125231,8934306
16436354,515087,1190851
81528262,6527263,267705
4169152,852840,97173
5296334,484274,85729
26844962,91742,1816781
16224872,2935726,8919862
1998005,875002,985924
4564893,865348,424699
72882765,3008241,4296435
57864470,567391,119446
43624210,234046,3224266
47385269,620471,87869
38661979,132335,1741318
57460412,534976,1375101
43158526,2058398,5789847
37794531,1530976,11056415
49829908,34199,124646
57391128,526134,525239
10218226,2782615,8765054
82248626,6693719,4112355
64204273,1326638,71386
14926570,504124,244435
19280053,3052331,7101464
84792549,8269537,61014
57989025,584926,1032045
59020476,641700,489373
61352752,982469,219703
84699488,8186482,8121005
79552995,5340728,5337436
5242829,430043,1800322
38391475,133094,3051011
55202462,270289,56382
67265095,1682135,1678876
12186975,428697,1007259
39445134,55402,46965
57018394,449845,1124968
11513556,207889,1624956
45547127,2323,1681785
57776314,561071,187274
55949455,386782,1628362
16420165,514436,16856
85077094,8519308,6623784
16597652,2325187,1515692
33747232,1104835,8820011
60170510,780099,545662
69405142,2060066,293537
6122545,502712,1457784
67064940,1644132,46521
32600955,5709340,7378515
44051265,456022,1593221
42611405,4018,6550517
54118043,221795,1748358
66383744,1538001,58200
65757802,1505728,7051
82687991,6843794,6841952
61698040,1018372,149579
24124972,46415,5719794
78963345,4954552,16242
59383605,668493,4018
26960485,53468,6758691
79457945,5276566,1349110
23372096,97173,293079
5438056,149148,1020132
56301642,412708,7034
34894812,1451438,5451970
50149473,44076,1181787
5533434,443127,9303339
44047373,456022,2526498
12013161,282391,4908049
38084943,1329311,11089445
20661149,46697,5755276
42752312,4018,2661435
1740884,861279,285285
76548910,4157598,1691533
29857216,2321229,1326903
32352783,682095,446059
43320746,194930,54913
73008561,3037990,45687
15423884,1142048,4049862
29359673,1517411,3471886
18751183,4853214,736902
874810,447671,3014448
57809368,564212,44620
46119405,11749,257046
81282619,6360557,5994113
52752047,131945,246663
50805186,55645,971436
40826934,216829,935095
31753784,107038,1657082
65644693,1502843,444138
62699229,1162747,219293
17929719,4720160,2702152
20307149,2335610,2896188
29555133,195615,1852867
652372,288711,154228
20642310,509549,8763263
46526527,46345,24791
20785446,513713,9119961
52205742,102029,1180287
56007437,391748,391688
44924758,46396,618842
61256419,963273,1055952
74464644,3374786,285421
10630640,849698,8765108
80199290,5646043,2778492
45239543,58317,6801327
83967345,7649167,2283
72740461,2963273,1347286
24856974,95018,3386191
72964573,3027926,468936
67245618,1679132,2848344
12451265,2735432,697977
45612059,13952,54385
58625367,621567,284688
36690398,133389,2089984
24607073,76652,102256
19404164,4711647,52828
83772146,7514449,23779
59468407,673762,429226
12152719,852690,3109655
66529934,1558617,3923271
70939288,2435510,1337688
80974968,6075531,96328
25854503,409,3407728
3640802,150985,4672781
75665899,3759404,7496
74759156,3394911,4109139
76259853,4069720,570869
967616,40951,8891399
26433081,1660416,8568281
34877979,1112641,8763414
66045437,1512035,3402
83945721,7640796,5512924
75655891,3751220,7496
82127575,6636623,896540
41501174,119477,3367732
55642314,302133,534
84945982,8399232,1643110
23956964,4530532,4420875
73633592,3173623,396038
78834202,4893607,44057
61027521,938333,496849
15029568,894036,8803996
73521765,3142779,3424574
82369522,6728318,25442
10465657,102858,125740
46164597,11749,11961
43470881,1850536,70636
48812470,9808,47575
71714053,2662382,456022
47191810,82831,1507854
32852769,72280,1376078
64639095,1383136,217798
7809911,1123785,1244798
81782586,6565891,206159
50489493,48544,1699203
77477380,4398119,445062
49053233,13646,571842
29240380,54006,407900
35835529,864563,8764402
39521225,37576,1186377
1433199,683454,8804866
83490322,7295709,3887
18016137,4787662,17585
43139141,13889,1749081
73310319,3096784,1230776
47482704,47350,170925
11824125,6488,1049254
53162402,166394,148737
84469859,7989263,281690
76066334,3986455,2340
47025781,48042,6564529
26212214,44057,3489240
58840541,629393,91155
21589751,4022822,1320846
20226092,472976,10346265
36010708,40169,4232383
14840676,258876,3367631
3137993,1301630,8766701
42305975,269788,950098
42642064,4018,4188146
71329615,2532724,16031
43050072,3487,1768301
27888585,48234,6609127
26103148,55511,2871434
38113011,118422,630180
4799914,503572,8279388
66974147,1628009,133094
62874276,1178707,160617
83567418,7360680,534
84897038,8356032,955727
26285222,44072,2364058
32334829,1455821,52816
58608042,621255,257031
80398117,5737742,4387911
54178551,224529,18154
4288999,61484,302479
